#,Region,Company,Product,Date of Approval,Status,Action
274,Central Region,Indian Oil Corporation Limited,MS (in KL),01/10/2021,Approved,View & Print
275,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/10/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
276,Central Region,Indian Oil Corporation Limited,,01/10/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
277,Central Region,Indian Oil Corporation Limited,,01/10/2021,Approved,View & Print
,,,of Cylinder),,,
278,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/10/2021,Approved,View & Print
279,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/10/2021,Approved,View & Print
280,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/10/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
281,Eastern Region,Indian Oil Corporation Limited,,01/10/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
282,Eastern Region,Indian Oil Corporation Limited,,01/10/2021,Approved,View & Print
,,,of Cylinder),,,
283,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),28/09/2021,Approved,View & Print
284,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),28/09/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
285,Western Region,Indian Oil Corporation Limited,,17/09/2021,Approved,View & Print
,,,(No. of Cylinder),,,
286,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/09/2021,Approved,View & Print
287,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/09/2021,Approved,View & Print
288,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/09/2021,Approved,View & Print
289,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/09/2021,Approved,View & Print
290,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/09/2021,Approved,View & Print
291,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/09/2021,Approved,View & Print
292,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/09/2021,Approved,View & Print
293,Western Region,Indian Oil Corporation Limited,MS (in KL),16/09/2021,Approved,View & Print
294,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/09/2021,Approved,View & Print
295,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/09/2021,Approved,View & Print
296,,,MS (in KL),16/09/2021,Approved,
,Eastern Region,Indian Oil Corporation Limited,,,,View & Print
297,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/09/2021,Approved,View & Print
298,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/09/2021,Approved,View & Print
299,Central Region,Indian Oil Corporation Limited,MS (in KL),16/09/2021,Approved,View & Print
300,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),02/09/2021,Approved,View & Print
301,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2021,Approved,View & Print
302,Western Region,Indian Oil Corporation Limited,MS (in KL),01/09/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
303,Western Region,Indian Oil Corporation Limited,,01/09/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
304,Western Region,Indian Oil Corporation Limited,,01/09/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
305,Western Region,Indian Oil Corporation Limited,,01/09/2021,Approved,View & Print
,,,of Cylinder),,,
306,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2021,Approved,View & Print
307,Central Region,Indian Oil Corporation Limited,MS (in KL),01/09/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
308,Central Region,Indian Oil Corporation Limited,,01/09/2021,Approved,View & Print
,,,of Cylinder),,,
309,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/09/2021,Approved,View & Print
310,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/09/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
311,Central Region,Indian Oil Corporation Limited,,01/09/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
312,Central Region,Indian Oil Corporation Limited,,01/09/2021,Approved,View & Print
,,,of Cylinder),,,
313,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2021,Approved,View & Print
314,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/09/2021,Approved,View & Print
315,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/09/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
316,Eastern Region,Indian Oil Corporation Limited,,01/09/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
317,Eastern Region,Indian Oil Corporation Limited,,01/09/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
318,Eastern Region,Indian Oil Corporation Limited,,01/09/2021,Approved,View & Print
,,,of Cylinder),,,
319,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/09/2021,Approved,View & Print
320,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/09/2021,Approved,View & Print
321,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/09/2021,Approved,View & Print
322,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/09/2021,Approved,View & Print
323,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2021,Approved,View & Print
324,Central Region,,,,,
,,Bharat Petroleum Corporation Limited,MS (in KL),01/09/2021,Approved,View & Print
325,Central Region,Indian Oil Corporation Limited,MS (in KL),01/09/2021,Approved,View & Print
326,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/09/2021,Approved,View & Print
327,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/09/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
328,Western Region,Indian Oil Corporation Limited,,17/08/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
329,Central Region,Indian Oil Corporation Limited,,17/08/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
330,Eastern Region,Indian Oil Corporation Limited,,17/08/2021,Approved,View & Print
,,,of Cylinder),,,
331,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/08/2021,Approved,View & Print
332,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/08/2021,Approved,View & Print
333,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/08/2021,Approved,View & Print
334,Western Region,Indian Oil Corporation Limited,MS (in KL),16/08/2021,Approved,View & Print
335,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/08/2021,Approved,View & Print
336,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/08/2021,Approved,View & Print
337,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/08/2021,Approved,View & Print
338,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/08/2021,Approved,View & Print
339,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/08/2021,Approved,View & Print
340,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/08/2021,Approved,View & Print
341,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/08/2021,Approved,View & Print
342,Central Region,Indian Oil Corporation Limited,MS (in KL),16/08/2021,Approved,View & Print
343,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/08/2021,Approved,View & Print
344,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/08/2021,Approved,View & Print
345,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/08/2021,Approved,View & Print
346,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/08/2021,Approved,View & Print
347,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/08/2021,Approved,View & Print
348,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/08/2021,Approved,View & Print
349,Western Region,Indian Oil Corporation Limited,MS (in KL),01/08/2021,Approved,View & Print
350,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/08/2021,Approved,View & Print
351,Western Region,Indian Oil Corporation Limited,MS (in KL),01/08/2021,Approved,View & Print
352,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/08/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
353,Western Region,Indian Oil Corporation Limited,,01/08/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
354,Western Region,Indian Oil Corporation Limited,,01/08/2021,Approved,View & Print
,,,of Cylinder),,,
355,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/08/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
356,Central Region,Indian Oil Corporation Limited,,01/08/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
357,Central Region,Indian Oil Corporation Limited,,01/08/2021,Approved,View & Print
,,,of Cylinder),,,
358,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/08/2021,Approved,View & Print
359,Central Region,Indian Oil Corporation Limited,MS (in KL),01/08/2021,Approved,View & Print
360,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/08/2021,Approved,View & Print
361,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/08/2021,Approved,View & Print
362,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/08/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
363,Eastern Region,Indian Oil Corporation Limited,,01/08/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
364,Eastern Region,Indian Oil Corporation Limited,,01/08/2021,Approved,View & Print
,,,of Cylinder),,,
365,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/08/2021,Approved,View & Print
366,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/08/2021,Approved,View & Print
367,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/08/2021,Approved,View & Print
368,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/08/2021,Approved,View & Print
369,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/08/2021,Approved,View & Print
370,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/07/2021,Approved,View & Print
371,Western Region,Indian Oil Corporation Limited,MS (in KL),16/07/2021,Approved,View & Print
372,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/07/2021,Approved,View & Print
373,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/07/2021,Approved,View & Print
374,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/07/2021,Approved,View & Print
375,Central Region,Indian Oil Corporation Limited,MS (in KL),16/07/2021,Approved,View & Print
376,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/07/2021,Approved,View & Print
377,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/07/2021,Approved,View & Print
378,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/07/2021,Approved,View & Print
379,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/07/2021,Approved,View & Print
380,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/07/2021,Approved,View & Print
381,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/07/2021,Approved,View & Print
382,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/07/2021,Approved,View & Print
383,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/07/2021,Approved,View & Print
384,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/07/2021,Approved,View & Print
385,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/07/2021,Approved,View & Print
386,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/07/2021,Approved,View & Print
387,Western Region,Indian Oil Corporation Limited,MS (in KL),01/07/2021,Approved,View & Print
388,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/07/2021,Approved,View & Print
389,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/07/2021,Approved,View & Print
390,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/07/2021,Approved,View & Print
391,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/07/2021,Approved,View & Print
392,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/07/2021,Approved,View & Print
393,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/07/2021,Approved,View & Print
394,Central Region,Indian Oil Corporation Limited,MS (in KL),01/07/2021,Approved,View & Print
395,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/07/2021,Approved,View & Print
396,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/07/2021,Approved,View & Print
397,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/07/2021,Approved,View & Print
398,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/07/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
399,Western Region,Indian Oil Corporation Limited,,01/07/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
400,Western Region,Indian Oil Corporation Limited,,01/07/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Subsidized LPG (No.,,,
401,Central Region,Indian Oil Corporation Limited,,01/07/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
402,Central Region,Indian Oil Corporation Limited,,01/07/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Subsidized LPG (No.,,,
403,Eastern Region,Indian Oil Corporation Limited,,01/07/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
404,Eastern Region,Indian Oil Corporation Limited,,01/07/2021,Approved,View & Print
,,,(No. of Cylinder),,,
405,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/07/2021,Approved,View & Print
406,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/07/2021,Approved,View & Print
407,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/06/2021,Approved,View & Print
408,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/06/2021,Approved,View & Print
409,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/06/2021,Approved,View & Print
409,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/06/2021,Approved,View & Print
410,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/06/2021,Approved,View & Print
411,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/06/2021,Approved,View & Print
412,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/06/2021,Approved,View & Print
413,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/06/2021,Approved,View & Print
414,Western Region,Indian Oil Corporation Limited,MS (in KL),16/06/2021,Approved,View & Print
415,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/06/2021,Approved,View & Print
416,Central Region,Indian Oil Corporation Limited,MS (in KL),16/06/2021,Approved,View & Print
417,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/06/2021,Approved,View & Print
418,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/06/2021,Approved,View & Print
419,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/06/2021,Approved,View & Print
420,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/06/2021,Approved,View & Print
421,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/06/2021,Approved,View & Print
422,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/06/2021,Approved,View & Print
423,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/06/2021,Approved,View & Print
424,Western Region,Indian Oil Corporation Limited,MS (in KL),01/06/2021,Approved,View & Print
425,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/06/2021,Approved,View & Print
426,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/06/2021,Approved,View & Print
427,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/06/2021,Approved,View & Print
428,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/06/2021,Approved,View & Print
429,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/06/2021,Approved,View & Print
430,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/06/2021,Approved,View & Print
431,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/06/2021,Approved,View & Print
432,Central Region,Indian Oil Corporation Limited,MS (in KL),01/06/2021,Approved,View & Print
433,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/06/2021,Approved,View & Print
434,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/06/2021,Approved,View & Print
435,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/06/2021,Approved,View & Print
436,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/06/2021,Approved,View & Print
437,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/06/2021,Approved,View & Print
438,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/06/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
439,Western Region,Indian Oil Corporation Limited,,01/06/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Non-Subsidized LPG,,,
440,Central Region,Indian Oil Corporation Limited,,01/06/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Non-Subsidized LPG,,,
441,Eastern Region,Indian Oil Corporation Limited,,01/06/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Non-Subsidized LPG,,,
442,Western Region,Indian Oil Corporation Limited,,01/06/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Non-Subsidized LPG,,,
443,Central Region,Indian Oil Corporation Limited,,01/06/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Non-Subsidized LPG,,,
444,Eastern Region,Indian Oil Corporation Limited,,01/06/2021,Approved,View & Print
,,,(No. of Cylinder),,,
445,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/05/2021,Approved,View & Print
446,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/05/2021,Approved,View & Print
447,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/05/2021,Approved,View & Print
448,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/05/2021,Approved,View & Print
449,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/05/2021,Approved,View & Print
450,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/05/2021,Approved,View & Print
451,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/05/2021,Approved,View & Print
452,Western Region,Indian Oil Corporation Limited,MS (in KL),16/05/2021,Approved,View & Print
453,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/05/2021,Approved,View & Print
454,Central Region,Indian Oil Corporation Limited,MS (in KL),16/05/2021,Approved,View & Print
455,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/05/2021,Approved,View & Print
456,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/05/2021,Approved,View & Print
457,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/05/2021,Approved,View & Print
458,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/05/2021,Approved,View & Print
459,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/05/2021,Approved,View & Print
460,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/05/2021,Approved,View & Print
461,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/05/2021,Approved,View & Print
462,Western Region,Indian Oil Corporation Limited,MS (in KL),01/05/2021,Approved,View & Print
463,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/05/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
464,Western Region,Indian Oil Corporation Limited,,01/05/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
465,Western Region,Indian Oil Corporation Limited,,01/05/2021,Approved,View & Print
,,,of Cylinder),,,
466,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/05/2021,Approved,View & Print
467,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/05/2021,Approved,View & Print
468,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/05/2021,Approved,View & Print
469,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/05/2021,Approved,View & Print
470,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/05/2021,Approved,View & Print
471,Central Region,Indian Oil Corporation Limited,MS (in KL),01/05/2021,Approved,View & Print
472,Central Region,Indian Oil Corporation Limited,MS (in KL),01/05/2021,Approved,View & Print
473,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/05/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
474,Central Region,Indian Oil Corporation Limited,,01/05/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
475,Central Region,Indian Oil Corporation Limited,,01/05/2021,Approved,View & Print
,,,of Cylinder),,,
476,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/05/2021,Approved,View & Print
477,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/05/2021,Approved,View & Print
478,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/05/2021,Approved,View & Print
479,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/05/2021,Approved,View & Print
480,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/05/2021,Approved,View & Print
480,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/05/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
481,Eastern Region,Indian Oil Corporation Limited,,01/05/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
482,Eastern Region,Indian Oil Corporation Limited,,01/05/2021,Approved,View & Print
,,,of Cylinder),,,
483,Central Region,Indian Oil Corporation Limited,HSD (in KL),17/04/2021,Approved,View & Print
484,Central Region,Indian Oil Corporation Limited,MS (in KL),17/04/2021,Approved,View & Print
,,Hindustan Petroleum Corporation Limited,,,,
485,Western Region,,HSD (in KL),16/04/2021,Approved,View & Print
486,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/04/2021,Approved,View & Print
487,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/04/2021,Approved,View & Print
488,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/04/2021,Approved,View & Print
489,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/04/2021,Approved,View & Print
490,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/04/2021,Approved,View & Print
491,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/04/2021,Approved,View & Print
492,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/04/2021,Approved,View & Print
493,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/04/2021,Approved,View & Print
494,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/04/2021,Approved,View & Print
495,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/04/2021,Approved,View & Print
496,Western Region,Indian Oil Corporation Limited,MS (in KL),16/04/2021,Approved,View & Print
497,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/04/2021,Approved,View & Print
498,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/04/2021,Approved,View & Print
499,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/04/2021,Approved,View & Print
500,Western Region,Indian Oil Corporation Limited,MS (in KL),01/04/2021,Approved,View & Print
501,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/04/2021,Approved,View & Print
502,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/04/2021,Approved,View & Print
503,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/04/2021,Approved,View & Print
504,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/04/2021,Approved,View & Print
505,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/04/2021,Approved,View & Print
506,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/04/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
507,Western Region,Indian Oil Corporation Limited,,01/04/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
508,Western Region,Indian Oil Corporation Limited,,01/04/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
509,Western Region,Indian Oil Corporation Limited,,01/04/2021,Approved,View & Print
,,,of Cylinder),,,
510,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/04/2021,Approved,View & Print
511,Central Region,,,,,
,,Indian Oil Corporation Limited,MS (in KL),01/04/2021,Approved,View & Print
512,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/04/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
513,Central Region,Indian Oil Corporation Limited,,01/04/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
514,Central Region,Indian Oil Corporation Limited,,01/04/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
515,Central Region,Indian Oil Corporation Limited,,01/04/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
516,Central Region,Indian Oil Corporation Limited,,01/04/2021,Approved,View & Print
,,,of Cylinder),,,
517,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/04/2021,Approved,View & Print
518,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/04/2021,Approved,View & Print
519,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/04/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
520,Eastern Region,Indian Oil Corporation Limited,,01/04/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
521,Eastern Region,Indian Oil Corporation Limited,,01/04/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
522,Eastern Region,Indian Oil Corporation Limited,,01/04/2021,Approved,View & Print
,,,of Cylinder),,,
523,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/04/2021,Approved,View & Print
524,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/04/2021,Approved,View & Print
525,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/04/2021,Approved,View & Print
526,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/04/2021,Approved,View & Print
527,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),26/03/2021,Approved,View & Print
528,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),26/03/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
529,Western Region,Indian Oil Corporation Limited,,22/03/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
530,Western Region,Indian Oil Corporation Limited,,22/03/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
531,Western Region,Indian Oil Corporation Limited,,22/03/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
532,Central Region,Indian Oil Corporation Limited,,22/03/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
533,Central Region,Indian Oil Corporation Limited,,22/03/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
534,Central Region,Indian Oil Corporation Limited,,22/03/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
535,Eastern Region,Indian Oil Corporation Limited,,22/03/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
536,Eastern Region,Indian Oil Corporation Limited,,22/03/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
537,Eastern Region,Indian Oil Corporation Limited,,22/03/2021,Approved,View & Print
,,,of Cylinder),,,
538,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/03/2021,Approved,View & Print
